id,values,breakdown_1,tahun,breakdown_2,data_title
2160711691200,100.35,Kuintil 2,2020,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711691210,99.75,Kuintil 2,2021,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711701150,104.71,Kuintil 2,2015,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711701160,105.73,Kuintil 2,2016,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711701170,102.07,Kuintil 2,2017,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711701180,103.78,Kuintil 2,2018,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711701190,103.17,Kuintil 2,2019,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711701200,100.61,Kuintil 2,2020,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711701210,101.54,Kuintil 2,2021,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711711150,110.04,Kuintil 2,2015,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711711160,112.04,Kuintil 2,2016,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711711170,106.09,Kuintil 2,2017,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711711180,106.62,Kuintil 2,2018,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711711190,107.33,Kuintil 2,2019,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711711200,108.66,Kuintil 2,2020,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711711210,103.74,Kuintil 2,2021,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
2160711721210,130.33,Kuintil 2,2021,PERGURUAN TINGGI,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711691150,100.37,Kuintil 3,2015,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711691160,99.54,Kuintil 3,2016,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711691170,99.7,Kuintil 3,2017,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711691180,99.58,Kuintil 3,2018,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711691190,100.16,Kuintil 3,2019,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711691200,99.79,Kuintil 3,2020,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711691210,100.03,Kuintil 3,2021,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711701150,106.39,Kuintil 3,2015,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711701160,102.95,Kuintil 3,2016,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711701170,102.49,Kuintil 3,2017,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711701180,102.24,Kuintil 3,2018,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711701190,102.64,Kuintil 3,2019,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711701200,98.18,Kuintil 3,2020,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711701210,100.76,Kuintil 3,2021,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711711150,106.16,Kuintil 3,2015,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711711160,106.48,Kuintil 3,2016,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711711170,105.61,Kuintil 3,2017,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711711180,107.59,Kuintil 3,2018,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711711190,105.22,Kuintil 3,2019,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711711200,104.68,Kuintil 3,2020,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711711210,105.21,Kuintil 3,2021,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
3160711721210,137.14,Kuintil 3,2021,PERGURUAN TINGGI,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711691150,100.35,Kuintil 4,2015,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711691160,99.82,Kuintil 4,2016,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711691170,99.83,Kuintil 4,2017,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711691180,99.53,Kuintil 4,2018,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711691190,100.11,Kuintil 4,2019,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711691200,100.18,Kuintil 4,2020,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711691210,99.87,Kuintil 4,2021,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711701150,103.76,Kuintil 4,2015,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711701160,104.89,Kuintil 4,2016,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711701170,101.23,Kuintil 4,2017,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711701180,99.61,Kuintil 4,2018,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711701190,98.67,Kuintil 4,2019,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711701200,99.96,Kuintil 4,2020,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711701210,99.79,Kuintil 4,2021,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711711150,102.79,Kuintil 4,2015,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711711160,104.03,Kuintil 4,2016,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711711170,101.35,Kuintil 4,2017,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711711180,101.59,Kuintil 4,2018,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711711190,103.2,Kuintil 4,2019,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711711200,103.14,Kuintil 4,2020,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711711210,101.09,Kuintil 4,2021,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
4160711721210,127.63,Kuintil 4,2021,PERGURUAN TINGGI,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711691150,99.9,Kuintil 5,2015,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711691160,99.08,Kuintil 5,2016,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711691170,99.53,Kuintil 5,2017,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711691180,99.49,Kuintil 5,2018,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711691190,99.48,Kuintil 5,2019,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711691200,99.71,Kuintil 5,2020,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711691210,100.35,Kuintil 5,2021,SD/MI/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711701150,99.53,Kuintil 5,2015,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711701160,99.39,Kuintil 5,2016,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711701170,99.03,Kuintil 5,2017,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711701180,98.76,Kuintil 5,2018,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711701190,96.31,Kuintil 5,2019,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711701200,99.03,Kuintil 5,2020,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711701210,98.08,Kuintil 5,2021,SMP/MTS/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711711150,94.7,Kuintil 5,2015,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711711160,94.7,Kuintil 5,2016,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711711170,94.35,Kuintil 5,2017,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711711180,96.98,Kuintil 5,2018,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711711190,101.15,Kuintil 5,2019,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711711200,93.28,Kuintil 5,2020,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711711210,97.74,Kuintil 5,2021,SMA/SMK/MA/SEDERAJAT,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
5160711721210,108.17,Kuintil 5,2021,PERGURUAN TINGGI,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kelompok Pendapatan
